ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	castingStat	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
	c2e7d19	5a5aa02c	3c6e8b	Kenku	Charlatan	2018-05-27T21:43:53Z	Wizard 1	Wizard		1		6	11	10	12	10	15	15	13	CN	Sleight of Hand|Stealth|Arcana|Investigation|Deception	Dagger	Prestidigitation*0|Fire Bolt*0|Message*0|Color Spray*1|Feather Fall*1|Expeditious Retreat*1|Mage Armor*1|Magic Missile*1|Unseen Servant*1	05 27 2018	Int	Canada	CA	CN	NA	NA	Kenku	Prestidigitation*0|Fire Bolt*0|Message*0|Color Spray*1|Feather Fall*1|Expeditious Retreat*1|Mage Armor*1|Magic Missile*1|Unseen Servant*1	Dagger	1-3	eloquent_feynman
367d39f	dd5091e	666a3074	8f4b35	Dark Elf	Guild Artisan	2018-05-27T19:52:00Z	Sorcerer 1	Sorcerer	Draconic Bloodline	1		9	13	9	10	15	11	13	18	Chaotic Neutral 	Insight|Perception|Deception|Intimidation|Persuasion	Dagger|Crossbow, Hand	Firebolt*0|Dancing Lights*0|True Strike*0|Chill Touch*0|Message*0|Shield*1|Chromatic Orb*1	05 27 2018	Cha	Canada	CA	CN	NA	NA	Elf	Fire Bolt*0|Dancing Lights*0|True Strike*0|Chill Touch*0|Message*0|Shield*1|Chromatic Orb*1	Dagger|Crossbow, hand	1-3	bold_banzai
c904ee2	6516581	1881a851	f8a15e	Human	Sailor	2018-05-27T17:07:43Z	Fighter 1	Fighter		1	Tough	14	11	16	11	15	10	12	10	Chaotic Neutral	Athletics|Insight|Perception|Survival	Longsword|Handaxe|Crossbow, light		05 27 2018	Int	United States	US	CN	NA	NA	Human		Longsword|Handaxe|Crossbow, Light	1-3	keen_sutherland
367d39f	dd5091e	4094bf3b	ff172c	Stout Halfling	Sage	2018-05-27T02:34:53Z	Ranger 1	Ranger		1		12	15	14	15	14	12	12	10	Neutral 	Athletics|Stealth|Arcana|History|Investigation	Quarterstaff|Longbow|Dagger		05 26 2018	Wis	Canada	CA	NN	NA	NA	Halfling		Quarterstaff|Longbow|Dagger	1-3	upbeat_chebyshev
bdef55a	29633c0	62eaba77	23b558	Lightfoot Halfling	Criminal	2018-05-26T19:47:11Z	Rogue 1	Rogue		1		8	15	9	18	10	15	10	15	Neutral Good	Athletics|Stealth|Investigation|Insight|Perception|Deception	Shortsword|Shortbow|Dagger		05 26 2018	Int	United States	US	NG	NA	NA	Halfling		Shortsword|Shortbow|Dagger	1-3	nifty_zhukovsky
4165017	6936f96	063499df	849c74	Forest Gnome	Inheritor	2018-05-26T03:39:15Z	Wizard 1	Wizard		1		7	11	8	13	13	17	10	14		Arcana|History|Insight|Survival	Quarterstaff	Prestidigitation*0|Fire Bolt*0|Minor Illusion*0|Mending*0|Hideous Laughter*1|Shield*1|Mage Armor*1|Magic Missile*1|Disguise Self*1|Charm Person*1	05 25 2018	Int	United States	US		NA	NA	Gnome	Prestidigitation*0|Fire Bolt*0|Minor Illusion*0|Mending*0|Shield*1|Mage Armor*1|Magic Missile*1|Disguise Self*1|Charm Person*1	Quarterstaff	1-3	eager_khayyam
	bdf02d5	e587a44a	54041d	Dragonborn	Haunted One	2018-05-23T19:25:29Z	Fighter 1	Fighter		1		21	16	20	15	15	9	9	12		Athletics|Acrobatics|Investigation|Survival	Greatsword|Crossbow, light|Handaxe		05 23 2018	Int	Canada	CA		NA	NA	Dragonborn		Greatsword|Crossbow, Light|Handaxe	1-3	eloquent_vaughan
	177f7f7	e0df67b0	d5c9b6	Half-Orc	Outlander	2018-05-22T22:52:22Z	Barbarian 1	Barbarian		1		15	13	19	10	17	10	10	11		Athletics|Nature|Animal Handling|Survival|Intimidation	Longsword|Handaxe|Javelin		05 22 2018	Int	Canada	CA		NA	NA	Half-Orc		Longsword|Handaxe|Javelin	1-3	elastic_hertz
d6cddfc	cec0ba9	bcf98238	07cd10	Half-Elf	Acolyte	2018-05-17T23:49:07Z	Paladin 1	Paladin		1		11	18	16	10	13	8	12	16		Athletics|Investigation|Religion|Insight|Persuasion	Longsword|Light hammer		05 17 2018	Cha	United States	US		NA	NA	Half-Elf		Longsword|Light hammer	1-3	stoic_heisenberg
d6cddfc	cec0ba9	869eed9a	05e566	Dragonborn	Charlatan	2018-05-17T23:18:27Z	Sorcerer 1	Sorcerer	Draconic Bloodline	1		11	14	15	13	18	13	11	14	CN	Sleight of Hand|Arcana|Deception|Persuasion	Quarterstaff|Dagger		05 17 2018	Cha	United States	US	CN	NA	NA	Dragonborn		Quarterstaff|Dagger	1-3	romantic_banach
	1e4f018	b7b45b05	69be20	Half-Elf	City Watch	2018-05-17T11:07:32Z	Sorcerer 1	Sorcerer	Draconic Bloodline	1		10	16	8	16	16	13	12	18		Athletics|Arcana|History|Insight|Perception|Persuasion	Crossbow, light|Dagger		05 17 2018	Cha	Canada	CA		NA	NA	Half-Elf		Crossbow, Light|Dagger	1-3	cocky_torvalds
d6cddfc	cec0ba9	ff6306b5	4c5ed6	Wood Elf	Sage	2018-05-17T04:14:07Z	Cleric 1	Cleric	Life Domain	1		10	18	10	15	14	10	17	10		Arcana|History|Insight|Medicine|Perception	Mace|Crossbow, light|Sacred Flame	Sacred Flame*0|Thaumaturgy*0|Light*0|Bless*1|Cure Wounds*1|Healing Word*1|Guiding Bolt*1|Inflict Wounds*1	05 16 2018	Wis	United States	US		NA	NA	Elf	Sacred Flame*0|Thaumaturgy*0|Light*0|Bless*1|Cure Wounds*1|Healing Word*1|Guiding Bolt*1|Inflict Wounds*1	Mace|Crossbow, Light	1-3	distracted_keldysh
2077971		ce41eda4	6ae7ac	Scourge Aasimar	Noble	2018-05-16T04:57:41Z	Bard 1	Bard		1		10	13	15	14	19	10	12	20		History|Perception|Deception|Performance|Persuasion	Rapier|Dagger	Light*0|True Strike*0|Vicious Mockery*0|Comprehend Languages*1|Disguise Self*1|Feather Fall*1|Sleep*1|Unseen Servant*1	05 15 2018	Cha	United States	US		NA	NA	Aasimar	Light*0|True Strike*0|Vicious Mockery*0|Comprehend Languages*1|Disguise Self*1|Feather Fall*1|Sleep*1|Unseen Servant*1	Rapier|Dagger	1-3	boring_villani
6fe9049	3c2939d	0cd0f01a	27eff4	Turtle	Acolyte	2018-05-16T00:21:09Z	Barbarian 1	Barbarian		1		11	9	10	8	8	8	9	8		Nature|Religion|Insight|Perception|Survival	Greataxe|Handaxe|Javelin		05 15 2018	Int	United States	US		NA	NA	Turtle		Greataxe|Handaxe|Javelin	1-3	silly_rosalind
	9e5fa49	6e26e286	7801cd	Half-Orc	Outlander	2018-05-12T22:35:46Z	Barbarian 1	Barbarian		1		14	13	18	13	15	12	12	13		Athletics|Nature|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		05 12 2018	Int	Canada	CA		NA	NA	Half-Orc		Greataxe|Handaxe|Javelin	1-3	laughing_leakey
9c301eb	f28e4d6	9044d189	e32770	Aarakocra	Hermit	2018-05-12T04:08:24Z	Monk 1	Monk		1		9	16	13	18	13	11	15	10		Acrobatics|Stealth|Religion|Medicine	Shortsword|Dart|Unarmed strike		05 11 2018	Int	Brazil	BR		NA	NA	Aarakocra		Shortsword|Dart|Unarmed Strike	1-3	nifty_raman
80aad40	068dfe0	5b40370e	479c0b	Human	Urchin	2018-05-11T23:05:20Z	Rogue 1	Rogue		1	Dungeon Delver	9	14	8	16	8	12	13	17	Lawful Neutral	Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		05 11 2018	Int	Peru	PE	LN	NA	NA	Human		Rapier|Shortbow|Dagger	1-3	naughty_borg
ce4c385	85fe79c	c57ac5a1	6eb863	Protector Aasimar	Hermit	2018-05-11T18:08:50Z	Sorcerer 1	Sorcerer	Divine Soul	1		26	15	8	14	14	10	14	18	Neutral Good	Religion|Insight|Medicine|Persuasion	Crossbow, light|Dagger	Light*0|Firebolt*0|Shocking Grasp*0|Guidance*0|Spare The Dying*0|Toll The Dead*0|Cure Wounds (Always Prep)*1|Guiding Bolt*1|Healing Word*1|Shield*1|Mage Armor*1|Scorching Ray*2	05 11 2018	Cha	India	IN	NG	NA	NA	Aasimar	Light*0|Fire Bolt*0|Shocking Grasp*0|Guidance*0|Spare the Dying*0|Toll the Dead*0|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Shield*1|Mage Armor*1|Scorching Ray*2	Crossbow, Light|Dagger	1-3	amazing_lovelace
	4ddd486	f5efe6fa	ddbb40	Dragonborn	Haunted One	2018-05-10T01:22:08Z	Warlock 1	Warlock	The Great Old One	1		9	11	12	10	12	13	13	16		Arcana|Investigation|Deception|Intimidation	Crossbow, light|Dagger		05 09 2018	Cha	Canada	CA		NA	NA	Dragonborn		Crossbow, Light|Dagger	1-3	charming_lalande
	5004b5a	98871dd4	af15cd	Half-Elf	Urchin	2018-05-10T00:27:05Z	Bard 1	Bard		1		11	14	8	16	16	8	8	17		Acrobatics|Sleight of Hand|Stealth|History|Medicine|Survival|Performance	Rapier|Dagger		05 09 2018	Cha	Canada	CA		NA	NA	Half-Elf		Rapier|Dagger	1-3	ecstatic_grothendieck
	cd6ad82	6096cbbb	debcb3	Wood Elf	Far Traveler	2018-05-10T00:08:18Z	Ranger 1	Ranger		1		9	16	12	20	9	14	11	17		Stealth|Nature|Insight|Perception|Survival	Shortsword|Longbow		05 09 2018	Wis	Canada	CA		NA	NA	Elf		Shortsword|Longbow	1-3	cranky_nightingale
	99d57ad	283802cc	97fcf8	Human	Soldier	2018-05-10T00:01:59Z	Fighter 1	Fighter		1		12	18	16	15	14	13	11	9		Athletics|Acrobatics|Survival|Intimidation	Battleaxe|Crossbow, light		05 09 2018	Int	Canada	CA		NA	NA	Human		Battleaxe|Crossbow, Light	1-3	angry_visvesvaraya
1cf02a4	f2b4f6f	bc6e0dc6	4703f1	Firbolg	Hermit	2018-05-07T21:51:09Z	Druid 1	Druid		1		10	15	9	14	14	12	17	8		Religion|Insight|Medicine|Perception	Scimitar	Guidance*0|Poison Spray*0|Cure Wounds*1|Healing Word*1	05 07 2018	Wis	United States	US		NA	NA	Firbolg	Guidance*0|Poison Spray*0|Cure Wounds*1|Healing Word*1	Scimitar	1-3	tender_kapitsa
1094246	e1167f8	f33d666d	2274fe	Forest Gnome	Entertainer	2018-05-06T22:59:56Z	Bard 1	Bard		1		10	15	11	18	15	11	12	18		Acrobatics|Sleight of Hand|Stealth|Performance|Persuasion	Rapier|Dagger		05 06 2018	Cha	United States	US		NA	NA	Gnome		Rapier|Dagger	1-3	priceless_taussig
1094246	e1167f8	939f8a71	80ecbd	Half-Elf	Charlatan	2018-05-06T22:37:40Z	Ranger 1	Ranger		1		12	15	12	18	14	10	15	18		Sleight of Hand|Stealth|Nature|Animal Handling|Survival|Deception|Persuasion	Shortsword|Longbow		05 06 2018	Wis	United States	US		NA	NA	Half-Elf		Shortsword|Longbow	1-3	magical_margulis
1094246	e1167f8	9892f7fe	025f38	Tiefling	Charlatan	2018-05-06T22:36:02Z	Warlock 1	Warlock	The Archfey	1		11	12	8	13	17	12	10	19		Sleight of Hand|Arcana|Deception|Intimidation	Dagger		05 06 2018	Cha	United States	US		NA	NA	Tiefling		Dagger	1-3	brave_pascal
10cb188	ffd0acb	9c9011ef	aa48f5	Human	Criminal	2018-05-06T11:48:03Z	Rogue 1	Rogue		1		9	14	15	17	13	13	14	19	Neutral Evil	Acrobatics|Stealth|Insight|Deception|Intimidation|Persuasion	Shortsword|Shortbow|Dagger		05 06 2018	Int	Australia	AU	NE	NA	NA	Human		Shortsword|Shortbow|Dagger	1-3	upbeat_grothendieck
d32ef44	b88fd6d	169b59ac	5adfa6	Earth Genasi	Haunted One	2018-05-06T02:46:01Z	Fighter 1	Fighter		1		13	18	16	10	16	13	10	10	Chaotic Good	Athletics|History|Investigation|Religion	Battleaxe|Handaxe		05 05 2018	Int	United States	US	CG	NA	NA	Genasi		Battleaxe|Handaxe	1-3	tender_shtern
31b93da	4d9fbbb	74b5d52b	476dc7	Kobold	Soldier	2018-05-05T02:30:53Z	Fighter 1	Fighter		1		12	18	8	17	15	14	8	8		Athletics|Acrobatics|Perception|Intimidation	Battleaxe|Crossbow, light		05 04 2018	Int	United States	US		NA	NA	Kobold		Battleaxe|Crossbow, Light	1-3	cocky_northcutt
5d6b703	2427097	8be5d18a	788f1e	Tortle	Folk Hero	2018-05-02T18:56:41Z	Ranger 1	Ranger		1		11	17	17	14	13	10	13	8		Athletics|Stealth|Nature|Animal Handling|Survival	Shortsword|Longbow		05 02 2018	Wis	United States	US		NA	NA	Turtle		Shortsword|Longbow	1-3	vibrant_mahavira
6ff1eeb	5d0b435	c93b1c0d	514cf9	Orc	Acolyte	2018-05-02T18:37:51Z	Fighter 1	Fighter		1		11	16	20	18	13	10	9	16		Religion|Insight|Perception|Survival|Intimidation	Greataxe|Maul|Crossbow, light		05 02 2018	Int	United States	US		NA	NA	Orc		Greataxe|Maul|Crossbow, Light	1-3	hardcore_gagarin
6ff1eeb	5d0b435	00339ae6	de07d4	Human	Urban Bounty Hunter	2018-05-02T18:33:20Z	Ranger 1	Ranger		1		10	14	17	17	10	13	13	18		Athletics|Stealth|Survival|Deception|Persuasion	Shortsword|Longbow		05 02 2018	Wis	United States	US		NA	NA	Human		Shortsword|Longbow	1-3	laughing_lamport
6ff1eeb	5d0b435	5ed86d36	e17b29	Dark Elf	Criminal	2018-05-02T18:26:24Z	Sorcerer 1	Sorcerer	Shadow Magic	1		9	12	15	14	18	15	15	19		Stealth|Arcana|Perception|Deception|Intimidation	Quarterstaff|Dagger		05 02 2018	Cha	United States	US		NA	NA	Elf		Quarterstaff|Dagger	1-3	upbeat_maxwell
5d6b703	2427097	fff48a0c	864f34	Dragonborn	Mercenary Veteran	2018-05-01T19:13:46Z	Fighter 1	Fighter		1		14	16	18	16	18	13	15	13	N	Athletics|Survival|Intimidation|Persuasion	Crossbow, light|Rapier|Pike		05 01 2018	Int	United States	US	NN	NA	NA	Dragonborn		Crossbow, Light|Rapier|Pike	1-3	amazing_easley
dab32c7	82ee4ea	6dee9d08	1f12fc	Human	Far Traveler	2018-05-01T13:51:28Z	Cleric 1	Cleric	Nature Domain	1	War Caster	11	18	13	13	16	11	18	10	Lawful Good	History|Religion|Animal Handling|Insight|Perception|Survival	Mace|Spear	Animal Friendship*1|Bane (Con)*1|Bless (Con)*1|Ceremony (Ritual)*1|Command*1|Create Or Destroy Water*1|Cure Wounds*1|Detect Evil and Good (Con)*1|Detect Magic (Con) (Ritual)*1|Detect Poison and Disease (Con) (Ritual)*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good (Con)*1|Purify Food and Drink (Con) (Ritual)*1|Sanctuary*1|Shield of Faith (Con)*1|Speak with Animals (Ritual)*1	05 01 2018	Wis	United States	US	LG	NA	NA	Human	Animal Friendship*1|Bane*1|Bless*1|Ceremony*1|Command*1|Create or Destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good*1|Purify Food and Drink*1|Sanctuary*1|Shield of Faith*1|Speak with Animals*1	Mace|Spear	1-3	bold_keldysh
cd5dc72	20f0ec7	574ca727	5fe6dd	Ghostwise Halfling	Outlander	2018-04-30T23:23:19Z	Druid 1	Druid		1		10	16	9	16	14	13	14	6		Athletics|Arcana|Perception|Survival	Scimitar		04 30 2018	Wis	United States	US		NA	NA	Halfling		Scimitar	1-3	distracted_stallman
	e6eb77b	e37dc7be	ae7fa7	Turtle	Sage	2018-04-29T17:53:24Z	Cleric 1	Cleric	Tempest Domain	1		9	17	15	7	13	8	16	10		Arcana|History|Religion|Insight|Survival	Warhammer	Sacred Flame*0|Spare The Dying*0|Light*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Detect Magic*1|Guiding Bolt*1|Sanctuary*1	04 29 2018	Wis	Canada	CA		NA	NA	Turtle	Sacred Flame*0|Spare the Dying*0|Light*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Detect Magic*1|Guiding Bolt*1|Sanctuary*1	Warhammer	1-3	hungry_einstein
	1b1353b	df912d14	dd91ca	Human	Criminal	2018-04-27T22:53:05Z	Rogue 1	Rogue		1	Dungeon Delver	9	15	17	18	13	10	8	10		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation	Rapier|Shortbow|Dagger		04 27 2018	Int	Canada	CA		NA	NA	Human		Rapier|Shortbow|Dagger	1-3	ecstatic_austin
	1b1353b	6e5154b1	4994c4	High Elf	Haunted One	2018-04-27T22:31:59Z	Wizard 1	Wizard		1		7	14	7	18	13	19	17	11		Arcana|History|Investigation|Insight|Perception	Dagger		04 27 2018	Int	Canada	CA		NA	NA	Elf		Dagger	1-3	sad_lehmann
	1b1353b	17ccd1f2	e81f30	Wood Elf	Urban Bounty Hunter	2018-04-27T22:30:39Z	Ranger 1	Ranger		1		11	15	16	19	12	13	14	13		Athletics|Stealth|Investigation|Insight|Perception|Survival	Shortsword|Longbow		04 27 2018	Wis	Canada	CA		NA	NA	Elf		Shortsword|Longbow	1-3	dazzling_dewdney
	1b1353b	d78231f0	98b130	Human	Soldier	2018-04-27T22:29:49Z	Fighter 1	Fighter		1	Sentinel	13	16	19	17	16	8	10	12		Athletics|Acrobatics|Perception|Survival|Intimidation	Crossbow, light		04 27 2018	Int	Canada	CA		NA	NA	Human		Crossbow, Light	1-3	eloquent_cray
	1b1353b	398f1315	1441ba	Human	Sailor	2018-04-27T19:45:34Z	Cleric 1	Cleric	Tempest Domain	1	Healer	11	18	16	10	16	14	19	14		Athletics|Insight|Medicine|Perception|Persuasion	Mace|Crossbow, light|	Light*0|Sacred Flames*0|Fog Cloud*1|Thunderwave*1	04 27 2018	Wis	Canada	CA		NA	NA	Human	Light*0|Sacred Flame*0|Fog Cloud*1|Thunderwave*1	Mace|Crossbow, Light	1-3	relaxed_johnson
5ef7cf8	eca034c	973a9dc3	e45f83	Scourge Aasimar	Mercenary Veteran	2018-04-27T00:36:56Z	Cleric 1	Cleric	Death Domain	1		8	17	16	13	11	11	16	11		Athletics|Religion|Insight|Persuasion	Warhammer	Chill Touch*0|False Life*1|Ray of Sickness*1	04 26 2018	Wis	United States	US		NA	NA	Aasimar	Chill Touch*0|False Life*1|Ray of Sickness*1	Warhammer	1-3	affectionate_mendel
0c356c2	05bb977	fbe37d64	dca8da	Hill Giant	Haunted One	2018-04-24T05:26:55Z	Barbarian 1	Barbarian		1		13	12	13	12	12	13	14	13		Athletics|Investigation|Perception|Survival|Intimidation	Glaive|Crossbow, light|Javelin		04 23 2018	Int	Australia	AU		NA	NA			Glaive|Crossbow, Light|Javelin	1-3	peaceful_curran
2805429	f2b4f6f	c254e892	64508c	Tiefling	Criminal	2018-04-24T04:54:54Z	Rogue 1	Rogue		1		8	14	8	16	10	16	12	13	chaotic neutral	Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Shortsword|Shortbow|Dagger		04 23 2018	Int	Canada	CA	CN	NA	NA	Tiefling		Shortsword|Shortbow|Dagger	1-3	mystifying_mclean
8949814	111309a	5525656a	69d201	Human	Sailor	2018-04-23T13:36:09Z	Warlock 1	Warlock	The Hexblade	1	Magic Initiate	9	13	8	14	14	10	12	16		Athletics|Perception|Deception|Intimidation|Persuasion	Dagger		04 23 2018	Cha	United States	US		NA	NA	Human		Dagger	1-3	xenodochial_einstein
0c356c2	05bb977	95ba5667	634259	Tiefling	Urban Bounty Hunter	2018-04-23T06:53:02Z	Rogue 1	Rogue		1		8	12	13	13	11	14	13	14		Sleight of Hand|Stealth|Deception|Persuasion	Rapier|Shortbow|Dagger		04 22 2018	Int	Australia	AU		NA	NA	Tiefling		Rapier|Shortbow|Dagger	1-3	lucid_meninsky
0c356c2	05bb977	e756d408	9212f6	Human	Custom	2018-04-23T06:52:21Z	Fighter 1	Fighter		1		11	16	14	13	13	13	12	15		Athletics|Insight|Perception|Persuasion	Scimitar|Handaxe		04 22 2018	Int	Australia	AU		NA	NA	Human		Scimitar|Handaxe	1-3	wonderful_margulis
0c356c2	05bb977	37ad1cc8	530e8b	Lightfoot Halfling	Folk Hero	2018-04-23T06:51:39Z	Monk 1	Monk		1		9	13	14	15	13	11	12	12		Athletics|Acrobatics|Animal Handling|Survival	Quarterstaff|Dart|Unarmed strike		04 22 2018	Int	Australia	AU		NA	NA	Halfling		Quarterstaff|Dart|Unarmed Strike	1-3	wizardly_roentgen
4744cc7	8ab67e8	a602282b	8e0952	High Elf	Noble	2018-04-21T01:50:14Z	Rogue 1	Rogue		1		8	13	8	17	10	15	12	13	Lawful Good 	Acrobatics|Sleight of Hand|Stealth|History|Investigation|Perception|Persuasion	Rapier|Shortbow|Dagger|Crossbow, heavy	Mage Hand*0	04 20 2018	Int	United States	US	LG	NA	NA	Elf	Mage Hand*0	Rapier|Shortbow|Dagger|Crossbow, Heavy	1-3	charming_jepsen
c8278a2	5eda460	c741f802	b16052	Dark Elf	Urchin	2018-04-20T01:07:15Z	Rogue 1	Rogue		1		8	14	13	17	12	14	10	16		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger		04 19 2018	Int	Peru	PE		NA	NA	Elf		Rapier|Shortbow|Dagger	1-3	sharp_nightingale
4744cc7	8ab67e8	20449974	c77d90	High Elf	Haunted One	2018-04-18T04:12:24Z	Wizard 1	Wizard		1		8	13	9	16	14	16	10	9		History|Investigation|Insight|Perception|Survival	Quarterstaff|Magic Missle|Fire Bolt	Mage Hand*0|Minor Illusion*0|Firebolt*0|Prestidigitation*0|Magic Missle*1|Thunderwave*1|Find Familiar*1|Mage Armor*1|Shield*1|Fog Clod*1	04 17 2018	Int	United States	US		NA	NA	Elf	Mage Hand*0|Minor Illusion*0|Fire Bolt*0|Prestidigitation*0|Magic Missile*1|Thunderwave*1|Find Familiar*1|Mage Armor*1|Shield*1|Fog Cloud*1	Quarterstaff	1-3	stupefied_shaw
498df8b	d484765	e4ff9ec6	c77d90	Tiefling	Haunted One	2018-04-17T04:05:38Z	Warlock 1	Warlock	The Great Old One	1		10	12	8	13	14	13	10	17		Investigation|Survival|Deception|Intimidation	Quarterstaff|Sickle|Dagger|Chill Touch|Eldritch Blast|Witch Bolt	Eldritch Blast*0|Chill Touch*0|Charm Person*1|Witch Bolt*1	04 16 2018	Cha	United States	US		NA	NA	Tiefling	Eldritch Blast*0|Chill Touch*0|Charm Person*1|Witch Bolt*1	Quarterstaff|Sickle|Dagger	1-3	stupefied_shaw
498df8b	d484765	f95243dd	dd6ad9	Wood Elf	Criminal	2018-04-17T04:04:31Z	Rogue 1	Rogue		1		10	15	12	20	15	15	12	13		Athletics|Acrobatics|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		04 16 2018	Int	United States	US		NA	NA	Elf		Rapier|Shortbow|Dagger	1-3	brave_ganguly
cd5dc72	20f0ec7	8f3f3740	8d74da	Ghastly Halfling	Outlander	2018-04-17T03:57:25Z	Druid 1	Druid		1		7	13	8	10	8	8	9	8		Athletics|Arcana|Perception|Survival	Scimitar		04 16 2018	Wis	United States	US		NA	NA	Halfling		Scimitar	1-3	determined_stallman
d580ce9	d580ce9	04e19c75	a96294	Human	Urban Bounty Hunter	2018-04-16T21:33:57Z	Ranger 1	Ranger		1	Dual Wielder	12	15	8	16	14	12	14	10		Athletics|Stealth|Investigation|Nature|Insight|Perception	Shortsword|Longbow		04 16 2018	Wis	NA	NA		NA	NA	Human		Shortsword|Longbow	1-3	kind_jepsen
d580ce9	d580ce9	7608bac5	7f4bc0	Mountain Dwarf	Clan Crafter	2018-04-16T21:33:57Z	Fighter 1	Fighter		1		13	18	17	13	16	10	12	8		Athletics|History|Insight|Perception	Longsword|Crossbow, light		04 16 2018	Int	NA	NA		NA	NA	Dwarf		Longsword|Crossbow, Light	1-3	bold_solomon
d580ce9	d580ce9	6ca1a17a	8cef30	Half-Elf	Hermit	2018-04-16T21:33:57Z	Druid 1	Druid		1		9	15	15	15	13	12	11	10	Good Chaotic	Nature|Religion|Animal Handling|Insight|Medicine|Perception	Scimitar	Druidcraft*0|Animal Friendship*1|Healing Word*1	04 16 2018	Wis	NA	NA	CG	NA	NA	Half-Elf	Druidcraft*0|Animal Friendship*1|Healing Word*1	Scimitar	1-3	elated_hofstadter
d580ce9	d580ce9	9d39175b	7667a0	Human	Soldier	2018-04-16T21:33:57Z	Fighter 1	Fighter		1		12	16	17	10	16	14	12	15		Athletics|History|Perception|Intimidation	Longsword|Pike|Crossbow, light		04 16 2018	Int	NA	NA		NA	NA	Human		Longsword|Pike|Crossbow, Light	1-3	compassionate_dirac
d580ce9	d580ce9	56c3aa8d	11be9f	Variant	Charlatan	2018-04-16T21:33:57Z	Wizard 1	Wizard		1		7	12	8	14	12	16	10	16		Sleight of Hand|Arcana|Investigation|Deception	Dagger		04 16 2018	Int	NA	NA		NA	NA	Half-Elf		Dagger	1-3	jovial_bell
d580ce9	d580ce9	191f42e6	5e4bdd	Hill Dwarf	Haunted One	2018-04-16T21:33:57Z	Wizard 1	Wizard		1		10	11	10	12	16	15	14	8		Arcana|Investigation|Insight|Medicine	Quarterstaff		04 16 2018	Int	NA	NA		NA	NA	Dwarf		Quarterstaff	1-3	determined_bohr
d580ce9	d580ce9	3c90d141	aff128	Dragonborn	Barbarian Tribe Member	2018-04-16T21:33:57Z	Barbarian 1	Barbarian		1		14	15	16	13	15	10	8	13		Athletics|Perception|Survival|Intimidation	Battleaxe|Handaxe|Javelin		04 16 2018	Int	NA	NA		NA	NA	Dragonborn		Battleaxe|Handaxe|Javelin	1-3	stupefied_fermi
d580ce9	d580ce9	6168c363	3e3dd5	Wood Elf	Urban Bounty Hunter	2018-04-16T21:33:57Z	Rogue 1	Rogue		1		8	14	8	17	10	10	16	13		Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion	Shortsword|Shortbow|Dagger		04 16 2018	Int	NA	NA		NA	NA	Elf		Shortsword|Shortbow|Dagger	1-3	awesome_khayyam
d580ce9	d580ce9	bd72a6f4	6a18cf	Tabaxi	Urchin	2018-04-16T21:33:57Z	Monk 1	Monk		1		8	14	12	16	11	12	13	13		Acrobatics|Sleight of Hand|Stealth|Insight|Perception	Shortsword|Dart|Unarmed Strike		04 16 2018	Int	NA	NA		NA	NA	Tabaxi		Shortsword|Dart|Unarmed Strike	1-3	awesome_thompson
d580ce9	d580ce9	56d72820	c3db91	High Elf	Outlander	2018-04-16T21:33:57Z	Barbarian 1	Barbarian		1		14	15	15	16	14	11	13	12	Neutral	Athletics|Nature|Animal Handling|Perception|Survival	Glaive|Handaxe|Javelin	Burning Bolt*0	04 16 2018	Int	NA	NA	NN	NA	NA	Elf	*	Glaive|Handaxe|Javelin	1-3	cocky_ishizaka
d580ce9	d580ce9	9189b1ed	0c6045	Dragonborn	Soldier	2018-04-16T21:33:57Z	Fighter 1	Fighter		1		12	16	17	10	14	12	9	14		Athletics|Acrobatics|Perception|Intimidation	Greatsword|Pike|Handaxe		04 16 2018	Int	NA	NA		NA	NA	Dragonborn		Greatsword|Pike|Handaxe	1-3	trusting_meitner
d580ce9	d580ce9	e64c36a7	bd3064	Kenku/half elf	Far Traveler	2018-04-16T21:33:57Z	Warlock 1	Warlock	The Undying	1		5	14	14	16	10	16	15	13		Acrobatics|Stealth|Arcana|Investigation|Insight|Perception	Noxious Staff|Ascension Crossbow|Dagger	Spare the Dying*0	04 16 2018	Cha	NA	NA		NA	NA		Spare the Dying*0	Dagger	1-3	crazy_easley
