race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,day,castingStat,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,difficulty,classType,keyStats,primaryClass,primaryDifficulty,primaryClassType,primaryKeyStats
Ghastly Halfling,Charlatan,2018-11-19T04:25:29Z,['Fighter 1'],['Fighter'],[nan],1,[nan],12,16,14,14,15,8,12,12,,"['Athletics', 'Acrobatics', 'Sleight of Hand', 'Deception']",Battleaxe|Whip|Handaxe,,11 18 2018,Int,United States,US,,,,Halfling,,"['Battleaxe', 'Whip', 'Handaxe']",1-3,xenodochial_joliot,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
High Elf,Urban Bounty Hunter,2018-11-19T04:17:41Z,['Rogue 1'],['Rogue'],[nan],1,[nan],9,14,9,16,12,16,12,10,,"['Acrobatics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Insight', 'Perception', 'Deception']",Rapier|Shortbow|Dagger,,11 18 2018,Int,United States,US,,,,Elf,,"['Rapier', 'Shortbow', 'Dagger']",1-3,thirsty_bell,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Half Orc,Far Traveler,2018-11-19T03:55:21Z,['Druid 1'],['Druid'],[nan],1,[nan],12,13,16,10,14,12,14,10,,"['Nature', 'Insight', 'Medicine', 'Perception', 'Intimidation']",Scimitar|Sling,,11 18 2018,Wis,Canada,CA,,,,Half-Orc,,"['Scimitar', 'Sling']",1-3,vigorous_noether,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Half Elf,Pirate,2018-11-19T01:54:58Z,['Bard 1'],['Bard'],[nan],1,[nan],10,13,10,14,14,8,12,17,Chaotic Neutral,"['Athletics', 'Sleight of Hand', 'Perception', 'Deception', 'Intimidation', 'Performance', 'Persuasion']",Rapier|Dagger,Minor Illusion*0|Vicious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Tasha's Hideous Laughter*1,11 18 2018,Cha,United States,US,CN,,,Elf,"{'0': ['Minor Illusion', 'Vicious Mockery'], '1': ['Dissonant Whispers', 'Faerie Fire', 'Healing Word', ""Tasha's Hideous Laughter""]}","['Rapier', 'Dagger']",1-3,kind_thompson,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Dragonborn,Hermit,2018-11-17T15:48:35Z,['Monk 1'],['Monk'],[nan],1,[nan],10,14,12,15,14,8,15,9,,"['Athletics', 'Religion', 'Insight', 'Medicine']",Quarterstaff|Dart|Unarmed strike,,11 17 2018,Int,United States,US,,,,Dragonborn,,"['Quarterstaff', 'Dart', 'Unarmed Strike']",1-3,infallible_germain,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Mountain Dwarf,Soldier,2018-11-17T05:09:32Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],15,15,17,14,16,10,11,8,,"['Athletics', 'Perception', 'Survival', 'Intimidation']",Greataxe|Handaxe|Javelin,,11 16 2018,Int,United States,US,,,,Dwarf,,"['Greataxe', 'Handaxe', 'Javelin']",1-3,brave_aryabhata,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Dragonborn,Criminal,2018-11-16T22:07:08Z,['Monk 1'],['Monk'],[nan],1,[nan],10,14,16,15,14,12,14,10,,"['Athletics', 'Stealth', 'Insight', 'Deception']",Shortsword|Dart|Unarmed strike,,11 16 2018,Int,United States,US,,,,Dragonborn,,"['Shortsword', 'Dart', 'Unarmed Strike']",1-3,festive_hypatia,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
High Elf,Sage,2018-11-16T15:19:16Z,['Wizard 1'],['Wizard'],[nan],1,[nan],7,12,10,15,13,16,11,11,Chaotic Neutral,"['Arcana', 'History', 'Investigation', 'Insight', 'Perception']",Dagger,Fire Bolt*0|Shocking Grasp*0|Light*0|Mage Armor*1|Charm*1|Comprehend Languages*1|Detect Magic*1|Magic Missile*1|Thunderwave*1,11 16 2018,Int,Canada,CA,CN,,,Elf,"{'0': ['Fire Bolt', 'Shocking Grasp', 'Light'], '1': ['Mage Armor', 'Comprehend Languages', 'Detect Magic', 'Magic Missile', 'Thunderwave']}",['Dagger'],1-3,elated_bardeen,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Goliath,Outlander,2018-11-15T02:44:04Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],16,16,19,14,18,7,9,10,,"['Athletics', 'Perception', 'Survival', 'Intimidation']",Greatsword|Handaxe|Javelin,,11 14 2018,Int,United States,US,,,,Goliath,,"['Greatsword', 'Handaxe', 'Javelin']",1-3,optimistic_dirac,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Human,Urban Bounty Hunter,2018-11-15T01:57:28Z,['Fighter 1'],['Fighter'],[nan],1,['Crossbow Expert'],12,14,9,16,14,11,11,12,,"['Athletics', 'Stealth', 'Insight', 'Perception', 'Intimidation']","Longbow|Crossbow, hand|Scimitar|Crossbow, light",,11 14 2018,Int,United States,US,,,,Human,,"['Longbow', 'Crossbow, hand', 'Scimitar', 'Crossbow, Light']",1-3,brave_newton,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Bugbear,Hermit,2018-11-15T01:20:47Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],14,13,17,12,15,8,10,12,,"['Stealth', 'Religion', 'Medicine', 'Survival', 'Intimidation']",Greataxe|Handaxe|Javelin,,11 14 2018,Int,United States,US,,,,Bugbear,,"['Greataxe', 'Handaxe', 'Javelin']",1-3,charming_gauss,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Human,Soldier,2018-11-14T01:13:30Z,['Fighter 1'],['Fighter'],[nan],1,['Polearm Master'],13,16,18,16,16,11,11,9,NG,"['Athletics', 'Insight', 'Perception', 'Survival', 'Intimidation']","Halberd|Shortsword|Crossbow, light",,11 13 2018,Int,United States,US,NG,,,Human,,"['Halberd', 'Shortsword', 'Crossbow, Light']",1-3,keen_cartwright,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Human,Sailor,2018-11-12T15:14:20Z,['Bard 1'],['Bard'],[nan],1,['Alert'],8,11,8,13,10,10,10,11,Neutral Good,['Stealth'],Dagger|Dagger,,11 12 2018,Cha,Turkey,TR,NG,,,Human,,['Dagger'],1-3,fervent_saha,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Mountain Dwarf,Folk Hero,2018-11-10T23:12:45Z,['Monk 1'],['Monk'],[nan],1,[nan],38,16,20,18,16,10,10,14,Chaotic Punch,"['Athletics', 'Stealth', 'Animal Handling', 'Survival']",Handaxe|Dart|Unarmed strike|Punch,,11 10 2018,Int,Canada,CA,,,,Dwarf,,"['Handaxe', 'Dart', 'Unarmed Strike']",1-3,silly_bardeen,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Human,Folk Hero,2018-11-10T08:33:48Z,['Cleric 1'],['Cleric'],['Arcana Domain'],1,['Magic Initiate'],11,18,9,14,16,10,16,10,,"['Arcana', 'Religion', 'Animal Handling', 'Medicine', 'Perception', 'Survival']",Mace|Quarterstaff,Detect Magic*1|Magic Missile*1,11 10 2018,Wis,Australia,AU,,,,Human,"{'1': ['Detect Magic', 'Magic Missile']}","['Mace', 'Quarterstaff']",1-3,gracious_johnson,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Half Orc,Barbarian Tribe Member,2018-11-07T22:30:28Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],15,15,20,15,17,8,10,10,,"['Athletics', 'Animal Handling', 'Perception', 'Survival', 'Intimidation']",Greatsword|Handaxe|Javelin,,11 07 2018,Int,Italy,IT,,,,Half-Orc,,"['Greatsword', 'Handaxe', 'Javelin']",1-3,wizardly_germain,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Half Orc,Folk Hero,2018-11-07T14:36:02Z,['Ranger 1'],['Ranger'],[nan],1,[nan],10,12,17,12,14,9,14,9,,"['Athletics', 'Nature', 'Animal Handling', 'Insight', 'Survival', 'Intimidation']",Shortsword|Longbow,,11 07 2018,Wis,United States,US,,,,Half-Orc,,"['Shortsword', 'Longbow']",1-3,wizardly_wu,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Lightfoot Halfling,Urchin,2018-11-07T06:30:05Z,['Rogue 1'],['Rogue'],[nan],1,[nan],11,15,10,19,16,12,14,16,,"['Sleight of Hand', 'Stealth', 'Perception', 'Deception', 'Persuasion']",Rapier|Shortbow|Dagger,,11 06 2018,Int,United States,US,,,,Halfling,,"['Rapier', 'Shortbow', 'Dagger']",1-3,trusting_northcutt,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Human,Noble,2018-11-05T22:24:24Z,['Cleric 1'],['Cleric'],['Light Domain'],1,[nan],9,14,14,12,12,13,16,12,,"['History', 'Religion', 'Medicine', 'Persuasion']","Mace|Crossbow, light",Light*0|Burning Hands*1|Faerie Fire*1,11 05 2018,Wis,United States,US,,,,Human,"{'0': ['Light'], '1': ['Burning Hands', 'Faerie Fire']}","['Mace', 'Crossbow, Light']",1-3,vigilant_tharp,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Human,Acolyte,2018-11-04T23:03:03Z,['Cleric 1'],['Cleric'],['War Domain'],1,['Crossbow Expert'],9,18,11,17,12,14,15,8,,"['History', 'Religion', 'Insight', 'Medicine', 'Persuasion']","Warhammer|Crossbow, light",Divine Favor*1|Shield of Faith*1,11 04 2018,Wis,United States,US,,,,Human,"{'1': ['Divine Favor', 'Shield of Faith']}","['Warhammer', 'Crossbow, Light']",1-3,cranky_austin,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Tiefling,Hermit,2018-11-04T13:11:21Z,['Sorcerer 1'],['Sorcerer'],['Wild Magic'],1,[nan],12,10,10,10,17,12,16,17,,"['Arcana', 'Religion', 'Medicine', 'Intimidation']",Quarterstaff|Dagger,,11 04 2018,Cha,United Kingdom,GB,,,,Tiefling,,"['Quarterstaff', 'Dagger']",1-3,musing_minsky,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Variant,Sailor,2018-11-04T01:04:11Z,['Bard 1'],['Bard'],[nan],1,[nan],9,13,10,15,12,10,11,16,,"['Athletics', 'Sleight of Hand', 'Perception', 'Deception', 'Intimidation', 'Performance', 'Persuasion']",Rapier|Dagger,,11 03 2018,Cha,United States,US,,,,Half-Elf,,"['Rapier', 'Dagger']",1-3,quizzical_shannon,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Human,Urchin,2018-11-03T20:04:55Z,['Barbarian 1'],['Barbarian'],[nan],1,['Charger'],15,15,16,14,16,12,13,14,N/B,"['Athletics', 'Acrobatics', 'Sleight of Hand', 'Stealth', 'Intimidation']","Greataxe|Crossbow, light|Javelin",,11 03 2018,Int,Brazil,BR,,,,Human,,"['Greataxe', 'Crossbow, Light', 'Javelin']",1-3,sleepy_goldstine,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Hill Dwarf,Sailor,2018-11-03T17:12:25Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],16,15,15,14,16,9,12,8,,"['Athletics', 'Animal Handling', 'Perception', 'Survival']",Greataxe|Handaxe|Javelin,,11 03 2018,Int,Canada,CA,,,,Dwarf,,"['Greataxe', 'Handaxe', 'Javelin']",1-3,hungry_feynman,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Half Orc,Outlander,2018-11-03T04:00:26Z,['Druid 1'],['Druid'],[nan],1,[nan],10,15,13,14,14,9,15,11,,"['Athletics', 'Animal Handling', 'Perception', 'Survival', 'Intimidation']",,,11 02 2018,Wis,United States,US,,,,Half-Orc,,[nan],1-3,wizardly_benz,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Human,Urban Bounty Hunter,2018-11-02T22:14:13Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],15,15,14,14,17,11,14,15,True Neutral,"['Athletics', 'Deception', 'Intimidation', 'Persuasion']",Greatsword|Spear|Javelin,,11 02 2018,Int,Brazil,BR,NN,,,Human,,"['Greatsword', 'Spear', 'Javelin']",1-3,optimistic_ardinghelli,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Half Elf,Entertainer,2018-11-02T00:39:39Z,['Bard 1'],['Bard'],[nan],1,[nan],10,14,8,16,14,10,11,19,Chaotic Neutral,"['Acrobatics', 'Stealth', 'Perception', 'Deception', 'Intimidation', 'Performance', 'Persuasion']","Rapier|Dagger|Crossbow, Hand",Vicious Mockery*0|Friends*0|Faerie Fire*1|Dissonant Whispers*1|Bane*1|Sleep*1,11 01 2018,Cha,United States,US,CN,,,Half-Elf,"{'0': ['Vicious Mockery', 'Friends'], '1': ['Faerie Fire', 'Dissonant Whispers', 'Bane', 'Sleep']}","['Rapier', 'Dagger', 'Crossbow, hand']",1-3,elegant_taussig,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Lightfoot Halfling,Criminal,2018-11-02T00:38:10Z,['Rogue 1'],['Rogue'],[nan],1,[nan],10,14,8,17,14,16,10,9,,"['Acrobatics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Perception', 'Deception']","Rapier|Crossbow, Hand|Dagger|Dagger",,11 01 2018,Int,United States,US,,,,Halfling,,"['Rapier', 'Crossbow, hand', 'Dagger']",1-3,fervent_haibt,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Human,Sailor,2018-11-02T00:37:43Z,['Cleric 1'],['Cleric'],['Tempest Domain'],1,['War Caster'],11,18,18,14,16,8,18,8,,"['Athletics', 'Medicine', 'Perception']","Warhammer|Crossbow, Light",Guidance*0|Sacred Flames*0|Light*0|Fog Cloud - DOMAIN*1|Thunderwave - DOMAIN*1|Bless*1|Healing Word*1|Cure Wounds*1|Shield Of Faith*1,11 01 2018,Wis,United States,US,,,,Human,"{'0': ['Guidance', 'Sacred Flame', 'Light'], '1': ['Fog Cloud', 'Thunderwave', 'Bless', 'Healing Word', 'Cure Wounds', 'Shield of Faith']}","['Warhammer', 'Crossbow, Light']",1-3,eloquent_einstein,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Dragonborn,Soldier,2018-11-01T23:53:50Z,['Fighter 1'],['Fighter'],[nan],1,[nan],13,16,21,12,17,7,15,10,,"['Athletics', 'Insight', 'Perception', 'Intimidation']",Greatsword|Net|Handaxe|Handaxe,,11 01 2018,Int,United States,US,,,,Dragonborn,,"['Greatsword', 'Net', 'Handaxe']",1-3,friendly_brahmagupta,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Dragonborn,Sage,2018-11-01T09:43:51Z,['Warlock 1'],['Warlock'],['The Undying'],1,[nan],6,12,10,13,8,15,12,16,,"['Arcana', 'History', 'Investigation', 'Nature']","Crossbow, light|Dagger",Spare the Dying*0,11 01 2018,Cha,United States,US,,,,Dragonborn,{'0': ['Spare the Dying']},"['Crossbow, Light', 'Dagger']",1-3,unruffled_herschel,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Bugbear,Mercenary Veteran,2018-11-01T02:09:04Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],9,14,17,14,15,8,10,10,,"['Athletics', 'Stealth', 'Survival', 'Intimidation', 'Persuasion']",Morningstar|Club|Javelin,,10 31 2018,Int,United States,US,,,,Bugbear,,"['Morningstar', 'Club', 'Javelin']",1-3,quizzical_mirzakhani,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Tiefling,Noble,2018-10-29T02:41:00Z,['Warlock 1'],['Warlock'],['The Fiend'],1,[nan],9,12,16,12,12,11,8,19,,"['History', 'Investigation', 'Religion', 'Persuasion']",Handaxe|Dagger,,10 28 2018,Cha,Canada,CA,,,,Tiefling,,"['Handaxe', 'Dagger']",1-3,elegant_burnell,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Tiefling,Acolyte,2018-10-29T02:33:57Z,['Warlock 1'],['Warlock'],['The Celestial'],1,[nan],9,11,16,10,12,12,7,19,,"['Religion', 'Insight', 'Deception', 'Intimidation']",Handaxe|Dagger,Light*0|Sacred Flame*0,10 28 2018,Cha,United States,US,,,,Tiefling,"{'0': ['Light', 'Sacred Flame']}","['Handaxe', 'Dagger']",1-3,optimistic_chaplygin,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Half Elf,Urchin,2018-10-28T10:44:09Z,['Rogue 1'],['Rogue'],[nan],1,[nan],22,16,14,20,16,14,10,14,Chaotic Good,"['Athletics', 'Acrobatics', 'Sleight of Hand', 'Stealth', 'Perception', 'Deception', 'Intimidation']",Rapier|Shortbow|Dagger,,10 28 2018,Int,Vietnam,VN,CG,,,Half-Elf,,"['Rapier', 'Shortbow', 'Dagger']",1-3,laughing_bell,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Tabaxi,Guild Artisan,2018-10-25T04:58:15Z,['Artificer 1'],['Artificer'],['Alchemist'],1,[nan],10,14,8,15,14,15,10,13,,"['Stealth', 'Arcana', 'Investigation', 'Insight', 'Perception', 'Persuasion']",,Detect Magic (Ritual)*1|Identify (Ritual)*1,10 24 2018,Int,United States,US,,,,Tabaxi,"{'1': ['Detect Magic', 'Identify']}",[nan],1-3,inspiring_rhodes,[],[],[],Artificer,[],[],[]
Orc,Urban Bounty Hunter,2018-10-24T13:30:27Z,['Fighter 1'],['Fighter'],[nan],1,[nan],10,16,14,11,11,10,13,15,,"['Animal Handling', 'Survival', 'Deception', 'Intimidation', 'Persuasion']",Battleaxe|Greatsword|Handaxe,,10 24 2018,Int,United States,US,,,,Orc,,"['Battleaxe', 'Greatsword', 'Handaxe']",1-3,distracted_edison,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Half Elf,Urban Bounty Hunter,2018-10-24T13:20:51Z,['Rogue 1'],['Rogue'],[nan],1,[nan],8,13,15,16,10,10,11,13,,"['Acrobatics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Animal Handling', 'Deception', 'Performance', 'Persuasion']",Shortsword|Shortbow|Dagger,,10 24 2018,Int,United States,US,,,,Half-Elf,,"['Shortsword', 'Shortbow', 'Dagger']",1-3,sad_perlman,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Serpentblood,Charlatan,2018-10-24T09:35:55Z,['Bard 1'],['Bard'],[nan],1,[nan],9,13,12,15,13,10,12,19,,"['Acrobatics', 'Sleight of Hand', 'Animal Handling', 'Perception', 'Deception']",Rapier|Dagger,,10 24 2018,Cha,Canada,CA,,,,Yaun-Ti,,"['Rapier', 'Dagger']",1-3,laughing_poitras,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Human,Acolyte,2018-10-23T15:44:22Z,['Cleric 1'],['Cleric'],['War Domain'],1,[nan],41,17,15,15,16,11,18,14,LN,"['Stealth', 'History', 'Religion', 'Insight', 'Medicine', 'Perception']",Dagger|+1 Dagger|Warhammer|Warhammer 2-hand,Toll The Dead*0|Sacred Flame*0|Word Of Radiance*0|Light*0|Mending*0|Thaumaturgy*0|Spare The Dying*0|Cure Wounds*1|Bane*1|Bless*1|Divine Favor*1|Faerie Fire*1|Healing Word*1|Inflict Wounds*1|Ray Of Sickness*1|Sanctuary*1|Shield Of Faith*1|Aid*2|Enhance Ability*2|Hold Person*2|Lesser Restoration*2|Magic Weapon*2|Mirror Image*2|Prayer Of Healing*2|Shatter*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3,10 23 2018,Wis,United States,US,LN,,,Human,"{'0': ['Toll the Dead', 'Sacred Flame', 'Word of Radiance', 'Light', 'Mending', 'Thaumaturgy', 'Spare the Dying'], '1': ['Cure Wounds', 'Bane', 'Bless', 'Divine Favor', 'Faerie Fire', 'Healing Word', 'Inflict Wounds', 'Ray of Sickness', 'Sanctuary', 'Shield of Faith'], '2': ['Aid', 'Enhance Ability', 'Hold Person', 'Lesser Restoration', 'Magic Weapon', 'Mirror Image', 'Prayer of Healing', 'Shatter', 'Spiritual Weapon'], '3': [""Crusader's Mantle"", 'Spirit Guardians']}","['Dagger', 'Warhammer']",1-3,mystifying_greider,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Human,Haunted One,2018-10-20T04:53:05Z,['Sorcerer 1'],['Sorcerer'],['Wild Magic'],1,[nan],2,11,7,10,15,14,10,18,CG,"['Arcana', 'History', 'Insight', 'Persuasion']","Crossbow, light|Dagger",,10 19 2018,Cha,United States,US,CG,,,Human,,"['Crossbow, Light', 'Dagger']",1-3,optimistic_euclid,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Aarakocra,Outlander,2018-10-20T01:43:30Z,['Cleric 1'],['Cleric'],['Nature Domain'],1,[nan],7,13,8,10,8,8,9,8,,"['Athletics', 'Nature', 'Religion', 'Medicine', 'Survival']","Mace|Crossbow, light",Animal Friendship*1|Speak with Animals*1,10 19 2018,Wis,United States,US,,,,Aarakocra,"{'1': ['Animal Friendship', 'Speak with Animals']}","['Mace', 'Crossbow, Light']",1-3,determined_stallman,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Half Orc,Custom,2018-10-19T19:18:23Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],15,15,16,14,16,8,12,8,,"['Athletics', 'Insight', 'Perception', 'Survival', 'Intimidation']",Maul|Handaxe|Javelin,,10 19 2018,Int,United States,US,,,,Half-Orc,,"['Maul', 'Handaxe', 'Javelin']",1-3,wonderful_curie,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Kalashtar,Acolyte,2018-10-19T17:37:25Z,['Cleric 1'],['Cleric'],['Life Domain'],1,[nan],10,14,14,12,14,13,18,14,,"['Religion', 'Insight', 'Medicine', 'Persuasion']","Mace|Crossbow, light",Bless*1|Cure Wounds*1,10 19 2018,Wis,United States,US,,,,,"{'1': ['Bless', 'Cure Wounds']}","['Mace', 'Crossbow, Light']",1-3,mystifying_goldwasser,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Half Orc,Folk Hero,2018-10-17T14:48:57Z,['Fighter 1'],['Fighter'],[nan],1,[nan],13,18,16,10,16,14,10,8,,"['Animal Handling', 'Insight', 'Perception', 'Survival', 'Intimidation']",Handaxe,,10 17 2018,Int,Canada,CA,,,,Half-Orc,,['Handaxe'],1-3,modest_dijkstra,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Hill Dwarf,Hermit,2018-10-16T15:56:09Z,['Barbarian 1'],['Barbarian'],[nan],1,[nan],16,14,15,13,16,10,9,12,,"['Athletics', 'Religion', 'Medicine', 'Survival']",Greataxe|Handaxe|Javelin,,10 16 2018,Int,United States,US,,,,Dwarf,,"['Greataxe', 'Handaxe', 'Javelin']",1-3,keen_mcclintock,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Half Elf,Entertainer,2018-10-16T15:56:01Z,['Sorcerer 1'],['Sorcerer'],['Draconic Bloodline'],1,[nan],9,15,8,15,14,10,12,17,,"['Acrobatics', 'Arcana', 'Perception', 'Deception', 'Performance', 'Persuasion']","Crossbow, light|Dagger",,10 16 2018,Cha,United States,US,,,,Half-Elf,,"['Crossbow, Light', 'Dagger']",1-3,wonderful_khorana,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Human,Knight,2018-10-16T15:55:36Z,['Paladin 1'],['Paladin'],[nan],1,['Charger'],12,18,16,10,14,8,12,14,,"['History', 'Religion', 'Insight', 'Intimidation', 'Persuasion']",Longsword|Javelin,,10 16 2018,Cha,United States,US,,,,Human,,"['Longsword', 'Javelin']",1-3,wonderful_khorana,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Human,Sage,2018-10-16T02:15:35Z,['Cleric 1'],['Cleric'],['War Domain'],1,['Crossbow Expert'],9,18,12,15,13,8,16,12,,"['Arcana', 'History', 'Religion', 'Insight', 'Medicine']","Mace|Crossbow, light",Divine Favor*1|Shield of Faith*1,10 15 2018,Wis,Canada,CA,,,,Human,"{'1': ['Divine Favor', 'Shield of Faith']}","['Mace', 'Crossbow, Light']",1-3,suspicious_ellis,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Dark Elf,Far Traveler,2018-10-15T14:48:08Z,['Wizard 1'],['Wizard'],[nan],1,[nan],7,12,10,15,12,15,12,12,,"['Arcana', 'Investigation', 'Insight', 'Perception']",Dagger,Green Flame Blade*0|Lightning Lure*0|Fire Bolt*0|Find Familiar*1|Magic Missile*1|Feather Fall*1|Witch Bolt*1|Ice Knife *1|Catapult*1,10 15 2018,Int,United States,US,,,,Elf,"{'0': ['Green-Flame Blade', 'Lightning Lure', 'Fire Bolt'], '1': ['Find Familiar', 'Magic Missile', 'Feather Fall', 'Witch Bolt', 'Ice Knife', 'Catapult']}",['Dagger'],1-3,flamboyant_aryabhata,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Goblin,Soldier,2018-10-09T03:05:35Z,['Fighter 1'],['Fighter'],[nan],1,[nan],12,15,16,19,14,17,10,13,Neutral,"['Athletics', 'Perception', 'Survival', 'Intimidation']","Scimitar|Scimitar|Handaxe|Crossbow, hand",,10 08 2018,Int,United States,US,NN,,,Goblin,,"['Scimitar', 'Handaxe', 'Crossbow, hand']",1-3,angry_euler,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Dragonborn,Outlander,2018-10-08T21:25:50Z,['Fighter 1'],['Fighter'],[nan],1,[nan],13,13,20,15,17,12,8,15,,"['Athletics', 'Acrobatics', 'Survival', 'Intimidation']",Longbow|Shortsword|Shortsword|Handaxe,,10 08 2018,Int,United States,US,,,,Dragonborn,,"['Longbow', 'Shortsword', 'Handaxe']",1-3,cool_haibt,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Rock Gnome,Guild Artisan,2018-10-08T20:37:37Z,['Rogue 1'],['Rogue'],[nan],1,[nan],11,12,8,13,16,17,9,11,,"['Sleight of Hand', 'Stealth', 'Insight', 'Perception', 'Deception', 'Persuasion']",Rapier|Shortbow|Dagger,,10 08 2018,Int,United States,US,,,,Gnome,,"['Rapier', 'Shortbow', 'Dagger']",1-3,angry_cocks,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Human,Criminal,2018-10-07T19:34:32Z,['Rogue 1'],['Rogue'],[nan],1,[nan],10,14,14,16,14,12,11,12,,"['Athletics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Deception', 'Intimidation']",Shortsword|Shortbow|Dagger,,10 07 2018,Int,Canada,CA,,,,Human,,"['Shortsword', 'Shortbow', 'Dagger']",1-3,zen_hopper,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Human,Soldier,2018-10-07T19:32:26Z,['Fighter 1'],['Fighter'],[nan],1,[nan],12,13,14,14,14,14,11,14,,"['Athletics', 'Acrobatics', 'Survival', 'Intimidation']",Longbow|Battleaxe|Maul|Handaxe,,10 07 2018,Int,Canada,CA,,,,Human,,"['Longbow', 'Battleaxe', 'Maul', 'Handaxe']",1-3,fervent_lederberg,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
